Gene	mean expression	Log2 mean expression	zscore
A4GALT	7.660098795	3.11438348341	-1.67073453873
AAAS	256.764588225	8.00991026922	0.700699224399
AACS	63.080093635	6.00180435073	-0.272043931426
AACSP1	0.36564241725	0.449579774701	-2.96158754873
AADAC	359.9773186	8.49576438043	0.936050984015
AADACL3	0.50539490725	0.590141995953	-2.89349804337
AADACP1	16.49649659225	4.12899416809	-1.17924871109
AADAT	4.75773843625	2.52550225134	-1.95599348988
AAED1	7.281473500500001	3.04988748545	-1.70197693487
AAGAB	306.23357745	8.26319208609	0.823391036412
AAK1	125.82755813	6.9867244499	0.205059530441
AAMDC	39.5294872125	5.34090001711	-0.592191470091
AAMP	58.760525	5.90112091724	-0.32081582136
AANAT	4.2958567125	2.40486408835	-2.01443161622
AAR2	100.97336759250001	6.67204860218	0.052627940871
AARD	0.60451522225	0.682137476725	-2.84893466976
AARS	130.286823755	7.03657832111	0.229209158983
AARS2	22.832036797500002	4.57483035116	-0.963281967646
AASDH	34.2011503375	5.13755067031	-0.690695579617
AASDHPPT	125.06611817750002	6.97803677547	0.200851148917
AASS	6.367367457	2.8811492007	-1.78371515899
AATF	59.7651676175	5.92517266024	-0.309164957642
AATK	43.12413003499999	5.46349592893	-0.532804993981
ABAT	73.16867419500001	6.21273807518	-0.16986588648
ABCA1	8.33205371875	3.22219461203	-1.61850993418
ABCA10	4.0699432052499995	2.34196958589	-2.04489823466
ABCA11P	1.34962470525	1.23243034015	-2.58236824433
ABCA13	1.419080065	1.27445851941	-2.56200944584
ABCA17P	0.75809236075	0.814010863937	-2.78505410765
ABCA2	11.718371704750002	3.66884207338	-1.40215020082
ABCA3	5.5164607405	2.70408861193	-1.86948477617
ABCA4	1.47597343225	1.30799583419	-2.54576369251
ABCA5	85.39471292	6.43287112166	-0.0632316136772
ABCA7	0.548463626	0.630837493955	-2.87378480674
ABCA9	1.89033423625	1.53123633463	-2.43762414324
ABCB1	66.6804269825	6.08066676505	-0.23384232409
ABCB10	74.16962315	6.23207786604	-0.160497531447
ABCB5	1.39185165325	1.25812791388	-2.56992012655
ABCB6	18.047637469999998	4.25154016233	-1.11988641547
ABCB7	24.10159462	4.64970711155	-0.927011044124
ABCB8	41.867708682499995	5.42181940076	-0.552993449761
ABCB9	11.490798237749999	3.64279377174	-1.41476821409
ABCC1	28.836392545000002	4.89900120782	-0.806250917026
ABCC10	45.6289721585	5.54315472362	-0.494217613394
ABCC11	0.42860633800000003	0.514608426961	-2.93008713043
ABCC13	16.45499629725	4.12556814574	-1.18090830472
ABCC2	150.59806579	7.24410753634	0.329738031435
ABCC3	1391.98301725	10.4439619539	1.87977404082
ABCC4	3.85785157875	2.28031841219	-2.07476257434
ABCC5	38.237567487499994	5.29416370009	-0.614830929538
ABCC6	71.455116215	6.17901566013	-0.186201303917
ABCC6P1	33.7878552575	5.12051183148	-0.698949334414
ABCC8	0.9067728335	0.931132976055	-2.7283191855
ABCC9	0.730863949	0.791492329085	-2.79596227264
ABCD1	50.4837206175	5.68604441267	-0.425000663338
ABCD3	521.2506673	9.02859862046	1.19416030753
ABCD4	48.2511185475	5.62208458503	-0.455983334129
ABCE1	125.7338666475	6.98565829212	0.204543074771
ABCF1	180.6269353	7.50483436015	0.456036266536
ABCF2	54.4272464675	5.79252343363	-0.373421342787
ABCF3	71.75850370250001	6.18504396878	-0.183281141227
ABCG1	49.876597600000004	5.66893028772	-0.433290887355
ABCG2	1004.3227469	9.9734430205	1.65185076848
ABCG4	1.263487268	1.17854719152	-2.60846968826
ABCG5	13.016096420999999	3.80901269971	-1.33425038729
ABCG8	1.5385164675	1.34398561894	-2.52832994239
ABHD10	91.75048775750001	6.5352829635	-0.0136224684049
ABHD11	161.59859145	7.34517094954	0.378693986694
ABHD11-AS1	41.5662956125	5.41163963805	-0.557924611216
ABHD12	330.833910275	8.37431751334	0.877221114697
ABHD12B	1.6941092645	1.42980836311	-2.48675669357
ABHD13	90.81470628	6.5206533485	-0.020709175203
ABHD14A	75.22575772249999	6.25220668131	-0.150746966443
ABHD14B	257.72988695000004	8.01530290504	0.703311461902
ABHD15	54.69490465	5.7994734409	-0.370054701642
ABHD16A	426.04402305	8.73824099162	1.05350866481
ABHD17A	56.454195605	5.84434034472	-0.348320801446
ABHD17B	75.780981465	6.26267709667	-0.145675010436
ABHD17C	485.880823875	8.92742487	1.14515090399
ABHD18	18.83036534	4.30963935185	-1.09174268637
ABHD2	936.7249898499999	9.87302106992	1.60320554304
ABHD3	116.8935217325	6.88134063395	0.154010736273
ABHD4	648.688973375	9.34360540952	1.34675220783
ABHD5	156.81781162500002	7.30211622968	0.357837923432
ABHD6	63.249013919999996	6.00560240719	-0.270204121386
ABHD8	9.921813886	3.44914057267	-1.50857542928
ABI1	169.537319115	7.4139436722	0.412008063731
ABI2	36.8279690725	5.2413814172	-0.640399104981
ABL1	129.7636842	7.03081811976	0.226418869694
ABL2	20.5011017525	4.42633868271	-1.03521256297
ABLIM1	393.99702342499995	8.6256979714	0.998991892743
ABLIM2	1.48246487125	1.31177330268	-2.54393385546
ABLIM3	3.0912784687499997	2.03255173615	-2.19478280641
ABR	134.3300842175	7.08033877947	0.250407087827
ABRACL	397.462616475	8.63830056755	1.0050966948
ABT1	111.031209435	6.80775688121	0.118366156372
ABTB1	40.2380748825	5.36590507982	-0.580078810402
ABTB2	41.2291757825	5.40016818417	-0.563481478581
ACAA1	258.384902475	8.01895069959	0.705078483827
ACAA2	513.012083175	9.00565846385	1.18304790548
ACACA	55.45303482	5.81897923482	-0.360605933346
ACACB	19.933704985	4.38775576675	-1.05390244734
ACAD10	16.459524774	4.12594238607	-1.1807270196
ACAD8	67.85172468	6.10542088804	-0.221851221681
ACAD9	24.099817135000002	4.64960494833	-0.927060532832
ACADM	115.3652611075	6.86251661994	0.14489222782
ACADS	75.42605662999999	6.25599268815	-0.148912993342
ACADSB	131.29644005	7.0476304306	0.234562892451
ACADVL	465.1507973	8.86465292432	1.11474365308
ACAP1	0.9275098065	0.94673820009	-2.7207598856
ACAP2	132.3029278125	7.05856465733	0.239859522535
ACAP3	15.848185996	4.07452136312	-1.20563578944
ACAT1	58.14856145	5.88627117615	-0.328009159062
ACAT2	49.69334061	5.66372433324	-0.435812694868
ACBD3	266.37438480000003	8.06271744768	0.726279459463
ACBD4	65.4040216725	6.05319871404	-0.247148075735
ACBD5	161.906099025	7.34789680756	0.380014414918
ACBD6	39.55105106	5.34166740364	-0.591819741692
ACBD7	6.24444368175	2.85687490601	-1.79547382859
ACCS	27.297039475000002	4.82257921656	-0.843270363198
ACD	21.343697935	4.48179606992	-1.00834854481
ACE	158.1363661225	7.31411975033	0.363652528354
ACE2	1230.4515299999998	10.2661441291	1.79363761221
ACER2	28.349021043500002	4.87524047695	-0.817760812057
ACER3	114.429556195	6.85086886884	0.139249960615
ACHE	163.43207037	7.36134789543	0.386530233404
ACIN1	693.398973575	9.43962100504	1.39326295835
ACKR2	0.7377762735	0.797242357245	-2.79317691132
ACKR4	62.932142585	5.99846953919	-0.273659341784
ACLY	328.584307125	8.36450374124	0.872467242129
ACMSD	12.143623454	3.71629114973	-1.37916547484
ACO1	289.524211975	8.18251459107	0.784310188939
ACO2	9.741575856749998	3.42513375618	-1.52020453022
ACOT11	51.684077885	5.71929511316	-0.408893748345
ACOT13	140.04862805	7.14004882298	0.279331127949
ACOT2	4.82376884375	2.54195309342	-1.94802456558
ACOT4	45.673639460000004	5.54453606329	-0.493548481007
ACOT7	302.75191217500003	8.24674968056	0.815426198852
ACOT8	53.153302242500004	5.75897741026	-0.389671314632
ACOT9	37.1870673525	5.25501222463	-0.633796228851
ACOX1	245.01336995	7.9425929128	0.668090138834
ACOX2	60.455691310000006	5.94147471728	-0.301268106055
ACOX3	34.541550882500005	5.15143473072	-0.683970025647
ACP1	319.336788725	8.32344568212	0.852578377886
ACP2	77.87997609	6.3015872093	-0.126826629281
ACP5	2.4034832385	1.76701200475	-2.32341245385
ACP6	69.15202740000001	6.13241289335	-0.208776070522
ACP7	1.0895940422500001	1.06322268866	-2.66433383358
ACPP	10.529727711	3.52728653722	-1.47072087615
ACR	12.164174946	3.71854519936	-1.37807359451
ACRBP	0.61142754675	0.688339323182	-2.84593044392
ACRC	6.16038432225	2.84003702393	-1.80363023827
ACSF2	25.0869335025	4.7052554614	-0.900102962912
ACSF3	64.85247215999999	6.04116569643	-0.252976969228
ACSL1	94.4824658625	6.57716391981	0.00666501405726
ACSL3	181.887009425	7.514808793	0.460867964506
ACSL4	70.563308985	6.16114819197	-0.19485645363
ACSL5	1035.058263475	10.016889421	1.67289656507
ACSL6	2.648426597	1.86727442835	-2.2748445046
ACSM2A	0.60451522225	0.682137476725	-2.84893466976
ACSM3	9.149923221749999	3.34339690919	-1.55979853657
ACSS1	85.388861155	6.43277340042	-0.0632789506549
ACSS2	545.8325433	9.09495529347	1.2263040301
ACTA2	15.924786318	4.08106571422	-1.20246565151
ACTB	19191.1134675	14.2282259718	3.71290290587
ACTBL2	0.30225761125	0.381014869172	-2.99480095743
ACTC1	0.60451522225	0.682137476725	-2.84893466976
ACTG1	8456.258031250001	13.0459742806	3.14021038479
ACTG1P20	1.186698699	1.12875444791	-2.63258970609
ACTL10	7.81815171275	3.14047629815	-1.65809496294
ACTL6A	86.51678988999998	6.45148791603	-0.0542134841336
ACTN1	814.9617989999999	9.67235780069	1.50600259175
ACTN4	4837.75863175	12.2404212608	2.74999382325
ACTR10	379.036267725	8.56999329457	0.972008085445
ACTR1A	454.30343455	8.83068453204	1.09828908223
ACTR1B	115.0118256675	6.85812806377	0.142766374824
ACTR2	810.82463805	9.6650243148	1.50245019038
ACTR3	1049.6283704500001	10.0370367323	1.68265608974
ACTR3B	8.592084381	3.26184435011	-1.59930327233
ACTR3C	27.8102148285	4.84850851314	-0.83070999696
ACTR5	10.084677472	3.47049488798	-1.49823122189
ACTR6	32.09507797	5.0485447646	-0.733810778281
ACTR8	24.206215192	4.65570760326	-0.924104356188
ACTRT3	4.8755800659999995	2.55473128862	-1.94183470188
ACVR1	61.2563628675	5.96014938923	-0.292221940131
ACVR1B	129.6195644325	7.02922719229	0.225648211239
ACVR1C	21.17533686	4.4708841152	-1.01363438615
ACVR2A	71.52020119	6.18031102239	-0.185573819701
ACVR2B	4.296463076	2.40502926418	-2.01435160368
ACVR2B-AS1	2.81093171825	1.93014375913	-2.24439007953
ACVRL1	6.851630854	2.9729923458	-1.73922557804
ACY3	243.744607475	7.93513326266	0.664476622457
ACYP1	14.2525671025	3.9309801726	-1.27516833221
ACYP2	38.177329619999995	5.29194715979	-0.615904640037
ADA	7.86747646425	3.14852359601	-1.65419678514
ADAL	17.90772585	4.24090394669	-1.12503868651
ADAM10	326.939262975	8.35728483048	0.868970341904
ADAM12	2.747546912	1.90594653802	-2.25611141405
ADAM15	43.0701852675	5.46173105649	-0.533659912823
ADAM17	63.415862037500005	6.00934408237	-0.268391622906
ADAM1A	9.79098937725	3.43175523999	-1.51699702856
ADAM22	0.30225761125	0.381014869172	-2.99480095743
ADAM28	42.8501807825	5.45451088541	-0.537157423554
ADAM29	1.2090304445	1.14341330182	-2.62548883572
